order_id,customer_id,product_id,order_date,quantity,amount
111685,14506,10627,2025-10-22,1,194
111686,14404,10643,2025-02-09,1,1576
111687,14459,10291,2025-09-12,2,526
111688,14202,10172,2025-01-20,1,89
111689,14106,10023,2025-09-13,1,24999
111690,14425,10571,2025-07-17,5,5725
111691,14068,10556,2025-04-29,2,79408
111692,14331,10480,2026-01-09,1,47953
111693,14221,10574,2026-02-26,2,2722
111694,14330,10066,2025-03-23,1,799
111695,14481,10655,2025-07-16,1,35
111696,14210,10223,2025-10-05,1,743
111697,14060,10505,2025-12-21,1,24576
111698,14005,10331,2025-12-12,1,3155
111699,14475,10282,2025-01-10,2,1362
111700,14400,10090,2025-01-01,2,998
111701,14295,10093,2025-08-19,1,99
111702,14075,10427,2025-07-28,2,18620
111703,14278,10200,2025-01-02,6,269940
111704,14118,10662,2025-06-14,2,1140
111705,14538,10684,2026-01-18,2,4736
111706,14276,10062,2025-08-21,1,19999
111707,14351,10093,2025-11-14,2,198
111708,14063,10261,2025-01-13,1,195
111709,14106,10582,2025-05-24,2,1362
111710,14305,10151,2025-04-26,1,75
111711,14396,10156,2025-07-01,1,499
111712,14490,10590,2025-12-16,2,79846
111713,14128,10073,2025-12-17,2,398
111714,14052,10201,2025-10-08,3,2943
111715,14536,10453,2025-11-04,1,52843
111716,14039,10554,2025-09-08,1,2940
111717,14191,10529,2025-08-14,1,901
111718,14175,10047,2025-05-17,1,1199
111719,14238,10676,2025-05-07,3,7827
111720,14040,10476,2025-04-29,1,3149
111721,14139,10477,2026-01-21,2,82024
111722,14021,10041,2025-02-25,2,9998
111723,14170,10414,2025-10-10,2,3440
111724,14060,10213,2025-02-07,2,69272
111725,14039,10476,2026-02-18,2,6298
111726,14124,10631,2025-07-01,1,3155
111727,14519,10332,2025-12-21,1,11954
111728,14020,10055,2026-02-19,2,1798
111729,14267,10685,2025-04-08,1,104156
111730,14259,10624,2025-01-11,1,1728
111731,14376,10606,2025-04-27,2,386
111732,14320,10406,2026-02-20,1,69675
111733,14434,10285,2026-01-17,2,946
111734,14248,10233,2025-08-22,1,27463
111735,14365,10635,2025-12-03,1,4459
111736,14264,10222,2025-06-26,2,720
111737,14401,10671,2025-10-17,2,132
111738,14055,10688,2025-11-11,3,9708
111739,14442,10351,2025-03-17,1,5674
111740,14192,10236,2025-03-23,2,19662
111741,14499,10029,2026-02-21,3,10497
111742,14439,10096,2025-02-19,3,747
111743,14267,10162,2025-01-12,1,1299
111744,14495,10382,2025-04-07,2,1872
111745,14317,10688,2025-05-26,1,3236
111746,14146,10625,2025-10-30,1,1525
111747,14288,10043,2025-11-24,1,22999
111748,14146,10220,2025-08-28,1,931
111749,14474,10140,2025-04-27,1,2499
111750,14113,10539,2025-03-19,4,3132
111751,14430,10582,2025-01-20,1,681
111752,14306,10267,2025-11-15,2,55564
111753,14419,10221,2025-02-10,1,64055
111754,14484,10689,2025-07-30,1,2024
111755,14190,10005,2025-07-10,2,6998
111756,14290,10290,2026-01-21,2,79846
111757,14200,10380,2025-12-11,1,2589
111758,14340,10165,2025-07-15,2,1998
111759,14464,10471,2025-08-18,1,59198
111760,14229,10284,2025-10-20,2,1240
111761,14391,10280,2025-07-30,2,25520
111762,14063,10104,2026-02-13,3,2397
111763,14458,10367,2025-05-17,1,19271
111764,14354,10605,2025-12-11,2,288
111765,14520,10312,2025-05-31,2,1312
111766,14174,10401,2025-03-04,2,22618
111767,14339,10252,2025-09-21,1,2554
111768,14530,10505,2025-04-09,1,24576
111769,14093,10601,2025-03-20,1,4644
111770,14156,10137,2025-07-11,2,2598
111771,14469,10083,2025-10-23,1,2999
111772,14353,10250,2025-08-28,3,38901
111773,14020,10551,2025-07-21,1,1760
111774,14237,10422,2025-09-21,1,629
111775,14520,10445,2025-09-09,2,6396
111776,14364,10201,2025-11-25,2,1962
111777,14524,10556,2025-11-16,2,79408
111778,14084,10113,2025-01-21,1,120
111779,14115,10443,2026-02-24,1,1012
111780,14492,10308,2025-01-02,3,5601
111781,14413,10164,2025-07-18,2,598
111782,14157,10626,2026-02-11,1,7977
111783,14107,10623,2025-04-09,2,77608
111784,14224,10019,2025-07-27,1,3499
111785,14288,10509,2025-05-05,1,2554
111786,14438,10491,2025-05-24,1,646
111787,14178,10395,2025-12-14,2,184
111788,14135,10332,2025-09-29,3,35862
111789,14474,10336,2025-08-09,2,134
111790,14072,10188,2025-12-13,1,199
111791,14324,10435,2025-08-10,3,1641
111792,14412,10286,2025-05-20,2,106414
111793,14279,10476,2025-07-06,2,6298
111794,14524,10005,2026-01-08,1,3499
111795,14340,10562,2025-04-08,2,12470
111796,14347,10276,2025-04-04,2,2302
111797,14336,10607,2026-02-16,2,772
111798,14302,10575,2025-07-01,2,100016
111799,14068,10447,2025-08-29,1,66959
111800,14310,10315,2026-02-22,1,16433
111801,14440,10282,2025-12-31,3,2043
111802,14277,10568,2025-09-26,1,107
111803,14517,10399,2025-10-10,1,172
111804,14343,10233,2025-12-20,1,27463
111805,14259,10407,2025-08-30,4,5100
111806,14348,10260,2025-07-15,2,682
111807,14032,10698,2025-12-16,1,2147
111808,14455,10571,2026-01-10,2,2290
111809,14104,10570,2025-03-07,1,169
111810,14466,10465,2025-01-16,2,1410
111811,14482,10209,2025-06-21,1,2554
111812,14279,10448,2025-11-12,4,568
111813,14245,10337,2025-03-19,2,52936
111814,14305,10583,2025-04-27,2,1618
111815,14019,10496,2026-02-12,2,114
111816,14005,10125,2025-04-03,1,14999
111817,14337,10347,2025-11-04,2,452
111818,14381,10661,2025-05-13,7,6608
111819,14538,10130,2025-11-30,2,298
111820,14190,10331,2025-05-04,2,6310
111821,14413,10672,2025-08-01,1,382
111822,14459,10255,2025-03-19,2,5422
111823,14127,10116,2025-04-04,1,599
111824,14271,10066,2025-07-04,1,799
111825,14162,10325,2025-10-26,2,3050
111826,14385,10178,2025-11-16,2,4998
111827,14318,10187,2025-09-03,2,11998
111828,14494,10676,2025-07-24,1,2609
111829,14018,10609,2025-05-23,1,837
111830,14304,10278,2025-08-20,1,3643
111831,14026,10195,2025-01-12,2,198
111832,14117,10583,2025-10-25,1,809
111833,14484,10190,2025-06-29,3,1797
111834,14427,10697,2025-08-20,3,7545
111835,14093,10413,2025-07-29,2,3004
111836,14535,10240,2025-12-18,1,32578
111837,14480,10168,2025-05-07,2,798
111838,14019,10303,2026-01-24,2,1546
111839,14432,10137,2025-01-12,1,1299
111840,14216,10372,2025-01-26,1,584
111841,14365,10242,2025-07-21,2,3902
111842,14076,10143,2025-08-04,1,399
111843,14409,10048,2025-05-13,2,3798
111844,14167,10103,2025-10-04,2,15998
111845,14138,10158,2026-01-13,1,399
111846,14087,10190,2025-04-04,1,599
111847,14490,10417,2025-07-23,2,5508
111848,14402,10252,2025-09-25,4,10216
111849,14174,10678,2025-09-14,1,945
111850,14050,10447,2025-06-28,2,133918
111851,14191,10167,2025-03-27,2,2998
111852,14511,10047,2025-07-12,1,1199
111853,14530,10605,2025-08-30,2,288
111854,14485,10050,2025-11-22,1,799
111855,14044,10118,2025-07-17,1,2499
111856,14369,10083,2025-04-04,2,5998
111857,14274,10035,2025-07-10,1,399
111858,14098,10386,2025-12-07,2,7276
111859,14024,10146,2025-11-14,2,4998
111860,14172,10112,2025-10-24,1,99
111861,14103,10212,2025-12-19,4,884
111862,14464,10247,2025-12-21,2,1618
111863,14455,10428,2025-06-01,1,580
111864,14374,10407,2026-02-04,3,3825
111865,14337,10265,2025-03-27,2,1556
111866,14215,10067,2025-07-25,2,598
111867,14033,10013,2025-06-15,2,178
111868,14437,10264,2025-05-22,2,1752
111869,14505,10680,2025-12-09,1,431
111870,14465,10645,2025-01-07,1,1471
111871,14291,10414,2025-09-30,2,3440
111872,14419,10546,2025-11-14,1,375
111873,14192,10462,2025-01-31,1,3245
111874,14234,10024,2025-03-11,2,105980
111875,14476,10175,2025-05-16,1,199
111876,14141,10621,2025-09-23,1,232
111877,14436,10268,2025-03-01,5,535
111878,14390,10045,2025-01-08,1,6999
111879,14503,10371,2025-06-28,2,13500
111880,14276,10495,2025-07-05,2,2862
111881,14118,10482,2025-05-17,1,1014
111882,14539,10295,2025-05-07,2,3134
111883,14323,10132,2025-11-07,3,2397
111884,14303,10688,2025-02-26,2,6472
111885,14120,10675,2025-04-27,1,625
111886,14482,10347,2025-01-25,1,226
111887,14448,10352,2025-08-19,1,1217
111888,14321,10209,2025-09-11,2,5108
111889,14042,10235,2026-01-12,2,3368
111890,14145,10446,2025-06-03,2,4346
111891,14176,10304,2025-07-13,1,387
111892,14228,10481,2025-05-04,1,2922
111893,14255,10508,2025-06-15,3,795
111894,14159,10130,2025-07-24,2,298
111895,14360,10306,2025-08-30,3,579
111896,14449,10027,2025-01-30,2,8998
111897,14406,10329,2025-05-23,3,1158
111898,14202,10197,2025-08-29,1,2499
111899,14451,10073,2025-06-04,1,199
111900,14175,10539,2026-01-22,1,783
111901,14322,10255,2025-06-27,2,5422
111902,14392,10512,2025-05-13,3,663
111903,14436,10455,2025-02-15,2,4432
111904,14190,10236,2026-01-23,2,19662
111905,14147,10486,2025-08-26,2,13238
111906,14089,10216,2025-07-06,1,4133
111907,14286,10495,2025-12-05,4,5724
111908,14522,10260,2025-05-23,1,341
111909,14020,10156,2025-10-15,2,998
111910,14013,10062,2025-04-25,1,19999
111911,14318,10175,2025-09-16,1,199
111912,14409,10640,2025-05-07,1,40993
111913,14389,10163,2025-05-10,3,3597
111914,14484,10211,2025-01-15,2,1900
111915,14119,10698,2025-07-16,3,6441
111916,14049,10494,2025-02-09,1,14835
111917,14005,10328,2025-01-20,2,73762
111918,14334,10544,2025-09-21,1,48880
111919,14397,10699,2025-09-03,2,750
111920,14439,10436,2025-05-13,2,4202
111921,14492,10393,2025-02-20,1,4778
111922,14115,10220,2025-10-11,2,1862
111923,14395,10492,2025-02-26,1,24228
111924,14155,10390,2025-07-30,2,2376
111925,14037,10245,2025-09-29,1,850
111926,14169,10125,2026-02-17,1,14999
111927,14002,10042,2025-05-14,1,1299
111928,14089,10543,2025-05-05,1,86
111929,14314,10255,2025-07-23,2,5422
111930,14014,10681,2025-06-28,1,18964
111931,14536,10043,2025-08-20,1,22999
111932,14411,10183,2025-10-12,1,499
111933,14475,10685,2025-05-04,2,208312
111934,14178,10447,2026-02-05,1,66959
111935,14210,10122,2026-01-03,2,1798
111936,14296,10298,2025-09-05,2,1538
111937,14078,10566,2026-01-27,1,8590
111938,14016,10248,2025-07-13,3,2346
111939,14518,10667,2025-12-07,2,210390
111940,14327,10689,2025-01-29,3,6072
111941,14066,10355,2026-01-09,3,1791
111942,14246,10451,2025-08-20,2,1546
111943,14160,10451,2025-11-13,2,1546
111944,14485,10070,2025-01-21,4,7996
111945,14373,10056,2025-07-31,2,698
111946,14199,10063,2025-09-12,2,91980
111947,14004,10553,2025-05-04,2,3952
111948,14540,10316,2026-01-31,1,635
111949,14314,10054,2025-09-21,1,249
111950,14053,10659,2025-11-28,1,387
111951,14458,10441,2025-09-27,2,78880
111952,14110,10439,2025-06-25,1,152
111953,14289,10291,2025-10-05,4,1052
111954,14455,10514,2025-10-23,1,31846
111955,14437,10570,2025-01-26,2,338
111956,14150,10291,2025-09-03,1,263
111957,14529,10505,2025-12-18,3,73728
111958,14111,10151,2025-12-27,1,75
111959,14460,10053,2026-01-18,1,149
111960,14073,10304,2025-02-26,2,774
111961,14495,10266,2025-07-16,1,8590
111962,14227,10179,2025-10-28,2,47998
111963,14057,10426,2025-10-29,2,4062
111964,14100,10155,2025-11-04,1,1499
111965,14136,10383,2026-02-16,2,7708
111966,14108,10241,2025-11-05,1,15503
111967,14403,10572,2025-05-28,1,53215
111968,14265,10440,2025-06-20,3,8796
111969,14449,10197,2025-12-03,3,7497
111970,14012,10088,2025-05-30,3,2697
111971,14488,10551,2025-04-06,1,1760
111972,14102,10212,2025-07-30,3,663
111973,14408,10172,2025-10-04,2,178
111974,14084,10095,2025-12-25,1,20
111975,14031,10507,2025-04-13,2,115316
111976,14053,10606,2026-02-20,1,193
111977,14051,10085,2025-12-16,1,2999
111978,14315,10367,2026-01-26,1,19271
111979,14044,10342,2025-07-08,3,1143
111980,14038,10384,2025-04-29,1,1163
111981,14116,10172,2025-04-10,1,89
111982,14048,10501,2025-02-13,2,1962
111983,14486,10209,2025-09-10,1,2554
111984,14456,10483,2025-02-06,1,2474
111985,14112,10487,2025-02-18,1,341
111986,14368,10044,2025-03-17,1,64990
111987,14077,10185,2025-08-16,1,999
111988,14236,10689,2025-02-09,5,10120
111989,14361,10366,2025-05-07,1,2340
111990,14163,10486,2025-07-22,1,6619
111991,14196,10508,2025-04-12,1,265
111992,14021,10488,2025-01-14,1,42702
111993,14035,10626,2025-11-25,1,7977
111994,14019,10562,2026-01-31,2,12470
111995,14460,10297,2025-01-16,1,360
111996,14225,10169,2025-08-09,1,35
111997,14042,10054,2025-09-20,2,498
111998,14039,10446,2025-03-26,1,2173
111999,14260,10451,2025-05-14,1,773
112000,14450,10202,2026-02-22,2,130232
112001,14014,10266,2025-03-07,2,17180
112002,14453,10344,2025-12-31,1,571
112003,14032,10290,2025-03-22,2,79846
112004,14455,10091,2025-03-22,3,447
112005,14079,10121,2025-03-01,2,3998
112006,14414,10146,2025-12-12,2,4998
112007,14290,10156,2025-01-23,1,499
112008,14446,10478,2025-02-15,2,18506
112009,14203,10423,2025-04-26,2,7102
112010,14308,10055,2025-03-27,3,2697
112011,14239,10187,2025-02-23,1,5999
112012,14316,10659,2025-05-21,1,387
112013,14205,10474,2025-10-21,1,1185
112014,14196,10403,2025-11-28,1,433
112015,14347,10136,2025-11-17,3,1497
112016,14430,10605,2025-10-05,1,144
112017,14173,10347,2025-02-07,2,452
112018,14442,10009,2025-04-16,1,8999
112019,14076,10340,2025-11-11,1,40993
112020,14152,10430,2025-03-26,1,54248
112021,14480,10337,2025-05-23,1,26468
112022,14083,10602,2025-06-08,1,32587
112023,14341,10333,2025-05-01,1,1204
112024,14437,10110,2025-11-18,1,45
112025,14092,10605,2026-01-27,1,144
112026,14463,10233,2025-03-13,1,27463
112027,14074,10526,2025-02-09,1,1782
112028,14207,10176,2025-06-13,1,249
112029,14161,10410,2025-03-13,1,46057
112030,14535,10083,2025-12-14,1,2999
112031,14034,10399,2025-01-31,1,172
112032,14538,10405,2025-11-14,1,44124
112033,14114,10019,2025-02-13,1,3499
112034,14291,10009,2025-04-24,2,17998
112035,14202,10566,2025-06-04,1,8590
112036,14139,10484,2025-06-25,2,934
112037,14103,10247,2025-06-27,1,809
112038,14109,10287,2025-03-16,2,832
112039,14328,10586,2025-02-21,2,106414
112040,14143,10285,2025-07-20,2,946
112041,14230,10395,2025-10-08,2,184
112042,14396,10608,2025-01-16,1,1867
112043,14142,10267,2025-04-04,2,55564
112044,14128,10185,2025-01-07,1,999
112045,14478,10370,2025-08-19,4,5832
112046,14106,10154,2025-01-16,3,267
112047,14193,10260,2025-03-02,1,341
112048,14330,10253,2025-11-23,4,7904
112049,14481,10415,2025-12-03,1,22476
112050,14075,10605,2025-08-01,1,144
112051,14308,10594,2025-08-06,1,2868
112052,14538,10045,2025-12-16,2,13998
112053,14476,10201,2025-08-13,1,981
112054,14146,10322,2025-10-13,1,3256
112055,14186,10394,2025-08-28,1,395
112056,14229,10485,2025-04-12,1,697
112057,14132,10524,2026-02-03,2,35802
112058,14376,10104,2025-06-11,2,1598
112059,14154,10161,2025-02-07,2,11998
112060,14277,10623,2025-04-16,1,38804
112061,14174,10356,2025-06-08,3,3336
112062,14359,10480,2025-07-17,1,47953
112063,14011,10226,2025-04-29,2,3564
112064,14397,10546,2025-09-16,2,750
112065,14341,10342,2025-12-27,2,762
112066,14273,10233,2025-01-26,2,54926
112067,14274,10502,2025-07-14,1,65116
112068,14205,10399,2025-01-15,1,172
112069,14166,10122,2025-11-02,3,2697
112070,14153,10544,2025-11-17,2,97760
112071,14452,10558,2025-03-15,1,24374
112072,14407,10510,2025-06-08,1,1082
112073,14305,10118,2025-07-25,1,2499
112074,14479,10648,2025-11-13,1,254
112075,14108,10658,2026-02-13,3,1158
112076,14049,10420,2025-07-31,1,58569
112077,14107,10650,2025-11-30,2,1048
112078,14436,10036,2025-07-25,1,499
112079,14329,10085,2025-02-17,1,2999
112080,14487,10482,2026-01-09,3,3042
112081,14227,10155,2025-01-08,2,2998
112082,14298,10443,2026-01-04,1,1012
112083,14309,10548,2025-06-22,1,782
112084,14134,10113,2025-06-05,2,240
112085,14245,10694,2025-07-26,1,469
112086,14219,10068,2025-10-07,5,12495
112087,14461,10300,2025-11-26,1,21477
112088,14366,10416,2025-04-01,1,676
112089,14126,10689,2025-10-12,1,2024
112090,14437,10147,2026-01-16,1,199
112091,14377,10087,2026-01-21,1,1499
112092,14509,10189,2026-02-27,2,90
112093,14285,10283,2025-05-01,3,2427
112094,14471,10349,2026-02-12,2,2416
112095,14393,10231,2025-02-20,2,19898
112096,14513,10370,2025-05-26,2,2916
112097,14290,10205,2025-02-02,2,49152
112098,14301,10375,2025-10-04,3,3357
112099,14496,10108,2026-02-06,2,1998
112100,14025,10428,2025-03-18,2,1160
112101,14339,10253,2025-07-09,4,7904
112102,14378,10222,2025-05-29,1,360
112103,14299,10431,2026-01-25,2,7636
112104,14298,10225,2025-03-13,1,1262
112105,14202,10237,2025-06-25,1,400
112106,14516,10153,2025-03-02,3,150
112107,14370,10179,2025-07-15,1,23999
112108,14266,10550,2025-04-27,2,25934
112109,14336,10291,2026-01-30,1,263
112110,14280,10601,2025-10-18,1,4644
112111,14263,10025,2025-12-07,1,2499
112112,14251,10374,2025-03-18,1,28828
112113,14154,10567,2025-07-29,1,27782
112114,14318,10039,2025-09-13,1,1899
112115,14211,10651,2026-01-25,2,770
112116,14177,10390,2026-01-30,1,1188
112117,14421,10478,2025-02-01,2,18506
112118,14377,10700,2025-06-13,1,2988
112119,14340,10069,2025-01-21,4,5996
112120,14156,10692,2025-06-10,2,2552
112121,14109,10279,2025-06-28,1,839
112122,14182,10009,2025-03-05,1,8999
112123,14374,10127,2025-06-02,1,12999
112124,14139,10520,2025-06-28,3,2793
112125,14451,10259,2025-10-31,2,43044
112126,14241,10237,2026-01-16,1,400
112127,14073,10571,2025-07-05,2,2290
112128,14523,10409,2025-07-20,1,1155
112129,14070,10470,2025-06-13,1,7986
112130,14246,10180,2025-07-12,2,129980
112131,14124,10187,2025-03-17,1,5999
112132,14262,10243,2025-02-25,3,258
112133,14169,10579,2025-07-16,1,839
112134,14369,10029,2025-08-06,2,6998
112135,14070,10630,2025-09-05,1,13093
112136,14365,10493,2026-01-09,3,196488
112137,14535,10405,2025-01-26,1,44124
112138,14254,10107,2025-01-27,1,799
112139,14293,10534,2025-06-17,1,1184
112140,14340,10097,2025-10-11,3,1497
112141,14064,10674,2025-06-08,2,1294
112142,14483,10107,2025-08-17,1,799
112143,14443,10328,2025-07-16,1,36881
112144,14183,10334,2025-08-17,2,232
112145,14140,10075,2025-11-22,1,899
112146,14079,10256,2025-07-19,1,39704
112147,14482,10413,2025-06-11,1,1502
112148,14084,10451,2025-10-11,2,1546
112149,14141,10351,2025-12-12,1,5674
112150,14399,10583,2025-03-18,2,1618
112151,14244,10187,2025-07-25,1,5999
112152,14401,10320,2025-05-10,2,65818
112153,14148,10620,2025-03-26,1,32909
112154,14268,10604,2025-11-09,1,387
112155,14392,10024,2026-01-03,1,52990
112156,14370,10662,2025-10-01,1,570
112157,14170,10215,2025-09-28,1,33014
112158,14430,10037,2026-02-20,1,129
112159,14442,10557,2025-04-02,2,1492
112160,14414,10263,2025-03-09,3,59451
112161,14284,10453,2025-08-19,1,52843
112162,14518,10672,2025-04-25,1,382
112163,14399,10244,2025-06-25,1,48880
112164,14212,10056,2025-01-11,1,349
112165,14190,10099,2025-03-29,2,1998
112166,14045,10694,2025-01-27,1,469
112167,14259,10681,2025-02-23,1,18964
112168,14384,10609,2025-01-07,1,837
112169,14477,10592,2025-06-28,3,8442
112170,14233,10605,2025-05-13,1,144
112171,14135,10054,2025-09-05,1,249
112172,14378,10488,2025-12-14,1,42702
112173,14376,10241,2025-06-12,2,31006
112174,14489,10191,2026-02-17,1,199
112175,14511,10172,2025-04-27,1,89
112176,14068,10659,2025-05-20,1,387
112177,14200,10401,2025-12-20,2,22618
112178,14208,10057,2025-10-14,3,897
112179,14413,10120,2025-02-19,1,42990
112180,14434,10689,2025-07-06,3,6072
112181,14126,10640,2026-02-24,1,40993
112182,14328,10606,2025-06-28,3,579
112183,14369,10201,2025-10-12,1,981
112184,14533,10279,2025-11-23,1,839
112185,14131,10622,2025-03-05,1,3256
112186,14285,10301,2025-02-26,4,18576
112187,14104,10506,2025-05-30,2,45860
112188,14279,10133,2026-02-05,5,125
112189,14195,10119,2026-02-15,2,27998
112190,14196,10001,2026-01-20,2,65998
112191,14467,10660,2025-02-04,1,87
112192,14349,10394,2025-05-23,1,395
112193,14071,10240,2025-08-09,2,65156
112194,14123,10649,2025-08-23,2,2416
112195,14314,10345,2026-01-16,1,1471
112196,14327,10289,2025-01-05,2,920
112197,14008,10163,2025-07-21,1,1199
112198,14200,10034,2025-12-16,1,399
112199,14203,10452,2025-05-28,6,8466
112200,14406,10259,2025-06-27,1,21522
112201,14469,10407,2025-10-16,3,3825
112202,14401,10036,2026-01-07,2,998
112203,14376,10615,2026-01-24,1,16433
112204,14517,10373,2026-02-07,2,498
112205,14526,10572,2025-11-08,1,53215
112206,14404,10671,2025-08-31,4,264
112207,14058,10358,2025-03-28,1,62523
112208,14217,10202,2025-03-04,1,65116
112209,14169,10194,2025-05-08,1,249
112210,14364,10094,2025-07-04,3,2997
112211,14035,10335,2025-08-01,2,8918
112212,14491,10319,2026-01-31,1,2809
112213,14437,10228,2025-02-16,2,15942
112214,14312,10150,2025-01-07,1,89
112215,14068,10478,2025-07-29,1,9253
112216,14348,10247,2025-06-25,2,1618
112217,14355,10618,2025-09-29,1,5003
112218,14249,10026,2026-02-24,1,799
112219,14178,10367,2025-07-18,1,19271
112220,14290,10695,2025-03-26,1,45072
112221,14036,10239,2025-08-06,1,783
112222,14294,10467,2025-06-21,4,199336
112223,14326,10528,2025-03-28,2,15942
112224,14017,10361,2025-08-18,1,1495
112225,14267,10632,2026-01-30,1,11954
112226,14262,10615,2025-01-17,1,16433
112227,14335,10181,2025-01-19,1,3499
112228,14025,10357,2025-08-17,1,4738
112229,14347,10462,2025-10-27,3,9735
112230,14322,10416,2025-12-27,1,676
112231,14326,10268,2026-02-22,1,107
112232,14485,10395,2025-12-14,4,368
112233,14223,10652,2026-02-13,2,4290
112234,14071,10273,2025-01-29,1,95
112235,14021,10426,2025-11-05,2,4062
112236,14061,10227,2025-07-04,1,4209
112237,14213,10061,2025-07-13,1,9999
112238,14491,10693,2025-11-09,2,3576
112239,14040,10421,2025-06-29,1,57455
112240,14482,10657,2025-06-01,2,454
112241,14423,10002,2025-05-01,2,2998
112242,14095,10512,2025-06-17,1,221
112243,14374,10603,2026-01-18,1,773
112244,14128,10481,2025-08-14,1,2922
112245,14450,10681,2026-02-09,1,18964
112246,14327,10656,2025-10-02,1,19323
112247,14069,10075,2026-02-22,1,899
112248,14017,10400,2025-03-16,1,75763
112249,14527,10371,2025-07-08,4,27000
112250,14335,10696,2025-11-14,2,37996
112251,14171,10584,2026-01-24,1,620
112252,14524,10622,2025-09-23,1,3256
112253,14113,10037,2025-06-08,2,258
112254,14528,10503,2025-12-16,4,3672
112255,14495,10038,2025-10-18,1,349
112256,14509,10229,2025-09-25,1,901
112257,14266,10430,2025-10-16,2,108496
112258,14054,10133,2025-12-05,1,25
112259,14436,10498,2026-02-03,1,520
112260,14277,10543,2025-01-06,2,172
112261,14339,10409,2025-07-02,1,1155
112262,14324,10456,2025-08-08,1,5613
112263,14361,10283,2025-06-20,3,2427
112264,14366,10078,2025-10-15,1,799
112265,14407,10427,2026-02-14,1,9310
112266,14334,10334,2025-07-18,1,116
112267,14054,10396,2025-06-12,4,84
112268,14167,10616,2025-03-22,1,635
112269,14449,10301,2025-11-07,1,4644
112270,14394,10448,2025-10-23,1,142
112271,14382,10518,2025-09-03,3,7104
112272,14358,10416,2026-01-18,2,1352
112273,14411,10499,2025-07-21,2,47780
112274,14472,10314,2025-12-11,2,7576
112275,14236,10538,2025-05-29,2,7446
112276,14058,10043,2025-04-24,2,45998
112277,14165,10374,2025-12-02,3,86484
112278,14155,10127,2025-03-02,1,12999
112279,14179,10100,2025-05-30,3,17997
112280,14354,10619,2025-06-15,2,5618
112281,14412,10220,2025-08-23,1,931
112282,14030,10068,2025-10-23,1,2499
112283,14065,10427,2025-04-20,3,27930
112284,14214,10113,2025-05-10,2,240
112285,14201,10315,2025-10-23,1,16433
112286,14022,10415,2025-01-05,1,22476
112287,14518,10094,2025-08-02,3,2997
112288,14154,10301,2025-06-29,1,4644
112289,14465,10074,2025-06-14,2,298
112290,14338,10161,2025-08-25,2,11998
112291,14141,10082,2026-01-17,1,36990
112292,14211,10339,2025-04-01,2,27216
112293,14145,10205,2025-11-26,2,49152
112294,14093,10103,2026-02-18,2,15998
112295,14162,10251,2025-12-30,4,7040
112296,14028,10602,2025-01-27,1,32587
112297,14040,10007,2026-02-15,1,3499
112298,14383,10612,2025-08-18,3,1968
112299,14399,10659,2025-09-14,2,774
112300,14196,10586,2025-11-12,2,106414
112301,14077,10385,2025-12-09,2,37218
112302,14307,10423,2025-06-05,1,3551
112303,14218,10029,2025-03-15,1,3499
112304,14171,10072,2025-10-09,2,398
112305,14099,10520,2025-07-31,1,931
112306,14371,10501,2025-11-28,1,981
112307,14050,10071,2025-03-16,3,1197
112308,14400,10092,2025-01-03,2,1998
112309,14005,10288,2025-08-10,2,29990
112310,14339,10162,2025-10-25,2,2598
112311,14347,10620,2025-06-26,2,65818
112312,14327,10642,2025-06-19,1,381
112313,14315,10653,2026-02-20,2,772
112314,14015,10675,2025-03-02,1,625
112315,14454,10474,2025-02-08,1,1185
112316,14435,10498,2025-08-12,2,1040
112317,14454,10099,2025-08-06,2,1998
112318,14139,10667,2025-06-17,1,105195
112319,14202,10177,2025-01-11,2,1998
112320,14395,10544,2025-09-05,2,97760
112321,14044,10246,2025-01-19,1,375
112322,14407,10071,2025-09-25,1,399
112323,14456,10342,2025-08-17,1,381
112324,14409,10689,2025-06-20,1,2024
112325,14108,10287,2025-06-12,2,832
112326,14037,10001,2026-02-20,1,32999
112327,14506,10661,2026-01-25,1,944
112328,14460,10618,2025-06-07,1,5003
112329,14459,10259,2025-01-17,2,43044
112330,14344,10166,2025-05-13,2,998
112331,14443,10433,2025-01-02,1,1042
112332,14258,10289,2025-04-29,3,1380
112333,14173,10541,2025-06-19,1,15503
112334,14333,10119,2025-10-10,1,13999
112335,14376,10149,2026-01-30,1,399
112336,14202,10324,2025-05-27,2,3456
112337,14341,10501,2026-02-25,1,981
112338,14395,10261,2025-10-09,1,195
112339,14419,10304,2025-03-01,1,387
112340,14501,10283,2026-01-01,2,1618
112341,14526,10608,2026-02-10,5,9335
112342,14353,10569,2025-09-26,2,1956
112343,14341,10638,2025-07-12,2,94506
112344,14241,10097,2025-01-11,3,1497
112345,14296,10179,2025-07-13,1,23999
112346,14286,10374,2025-10-15,1,28828
112347,14281,10156,2025-12-28,1,499
112348,14383,10214,2025-04-15,2,63692
112349,14519,10240,2025-10-15,1,32578
112350,14376,10478,2025-11-06,1,9253
112351,14214,10698,2025-11-22,1,2147
112352,14050,10235,2025-08-24,1,1684
112353,14219,10535,2025-09-04,2,3368
112354,14081,10186,2025-01-01,1,1499
112355,14436,10368,2025-10-26,1,5695
112356,14504,10124,2025-11-15,2,1598
112357,14505,10414,2025-07-11,1,1720
112358,14100,10054,2025-05-20,1,249
112359,14013,10228,2025-03-16,2,15942
