product_id,product_name,category,price
10626,Over-Ear Headphones,Headphones & Earphones,7977
10627,Potato Chips 200g,Snacks,194
10628,Chromebook,Laptops,36881
10629,Business Book,Books,386
10630,Wired Earphones,Headphones & Earphones,13093
10631,Ab Roller,Fitness,3155
10632,Electric Kettle,Home Appliances,11954
10633,Ceiling Fan,Home Appliances,1204
10634,Highlighter Set,Stationery,116
10635,Football,Sports,4459
10636,Potato Chips 200g,Snacks,67
10637,Smart Plug,Electronics,26468
10638,Bed Frame,Furniture,47253
10639,Flagship Phone,Mobile Phones,13608
10640,Smart Plug,Electronics,40993
10641,Bookshelf,Furniture,28504
10642,Highlighter Set,Stationery,381
10643,Cutlery Set,Kitchenware,1576
10644,Resistance Bands,Fitness,571
10645,Watch Strap,Accessories,1471
10646,Notebook 100 Pages,Stationery,57
10647,Backpack 55L,Accessories,226
10648,Salt Pack,Groceries,254
10649,Sunscreen SPF50,Beauty,1208
10650,Novel Bestseller,Books,524
10651,Novel Bestseller,Books,385
10652,Dumbbells Pair,Fitness,2145
10653,Energy Bar,Snacks,386
10654,Men's T-Shirt,Clothing,2544
10655,Spices Masala,Groceries,35
10656,Air Fryer,Home Appliances,19323
10657,Skipping Rope,Sports,227
10658,Notebook 300 Pages,Stationery,386
10659,Potato Chips 200g,Snacks,387
10660,Health Drink,Beverages,87
10661,Running Shoes,Footwear,944
10662,Cooking Oil 3L,Groceries,570
10663,Running Watch,Fitness & Wearables,7214
10664,Instant Coffee,Beverages,248
10665,Gaming Headset,Headphones & Earphones,3715
10666,Backpack 65L,Accessories,428
10667,Intel Core i5 Laptop,Laptops,105195
10668,Smart Plug,Electronics,60531
10669,Jeans Slim Fit,Clothing,2702
10670,Smart Plug,Electronics,64559
10671,Biscuits Pack,Snacks,66
10672,Sticky Notes,Stationery,382
10673,Ceiling Fan,Home Appliances,9654
10674,Cooking Oil 5L,Groceries,647
10675,Cooking Oil 7L,Groceries,625
10676,Pressure Cooker 10L,Kitchenware,2609
10677,Running Shoes,Footwear,3441
10678,Face Cream,Beauty,945
10679,Wired Earphones,Headphones & Earphones,13597
10680,Notebook 100 Pages,Stationery,431
10681,Electric Kettle,Home Appliances,18964
10682,Air Fryer,Home Appliances,11312
10683,Sunglasses,Accessories,438
10684,Jeans Slim Fit,Clothing,2368
10685,Intel Core i5 Laptop,Laptops,104156
10686,Stainless Steel Lunch Box,Kitchenware,1813
10687,GPS Smartwatch,Fitness & Wearables,9838
10688,Slippers,Footwear,3236
10689,Smartwatch with AMOLED,Fitness & Wearables,2024
10690,Highlighter Set,Stationery,326
10691,Induction Cooktop,Home Appliances,1246
10692,Non-Stick Kadai,Kitchenware,1276
10693,Women's Kurti,Clothing,1788
10694,Business Book,Books,469
10695,5G Smartphone 4GB RAM,Mobile Phones,45072
10696,Mixer Grinder 500W,Home Appliances,18998
10697,Dumbbells Pair,Fitness,2515
10698,GPS Smartwatch,Fitness & Wearables,2147
10699,Hair Oil,Beauty,375
10700,Women's Kurti,Clothing,2988
